Village_Name,Village_Name_English,Latitude,Longitude
Renkapur,,20.6281253,78.9469814
Haladgaon,,20.6781613,78.9107179
Ajda,,20.6602531,78.9392781
Dahegaon,,20.6433065,78.938055
Shedgaon,,20.6477241,78.9023924
Menkhat,,20.6270811,78.9000749
Gangapur,,20.6144288,78.8354015
Kingaon,,20.6165376,78.8368606
Bothuda,,20.637925,78.8355088
Mandgaon,,20.6510974,78.8711071
Sakurli,,20.6807209,78.8247263
Savangi,,20.6811525,78.8454008
Sujatpur,,20.6768966,78.8559687
Shiwani,,20.6785327,78.8935196
Sewa,,20.7065653,78.8805485
Nandpur,,20.7036147,78.8733172
Derda,,20.6889414,78.8450467
Bawapur,,20.6981048,78.8350367
Nandra,,20.6987873,78.8070023
Ashta,,20.7030125,78.807925
Khandala,,20.6963083,78.9422768
Lahori,,20.681815,78.9630103
Kolona Chore,,20.5827333,78.4958768
Barhanpur,,20.5249696,78.511219
Chichala,,20.5700573,78.5567736
Dapori,,20.5546679,78.5511303
Pimpalgaon,,20.5437779,78.5537481
Amboda,,20.5348161,78.5772443
Giroli,,20.5474498,78.5825658
Mamdapur,,20.5628149,78.5947323
Pathan,,20.5504687,78.6112761
Takali (darne),,20.5532414,78.6519384
Nimsada,,20.5662101,78.6371326
Bhojankheda,,20.5895229,78.6452222
Aloda,,20.5773798,78.6269832
Borgaon,,20.5755317,78.6217797
Sarul,,20.5861181,78.6063033
Takali (chanaji),,20.5931586,78.5905909
Sonegaon,,20.6052703,78.5664189
Adegaon,,20.5834967,78.5287714
Gaul,,20.5661398,78.5110473
Singarwadi,,20.5629053,78.469162
Andori,,20.5320632,78.4727883
Moninpur,,20.5353335,78.4490454
Bopapur,,20.5204882,78.4366804
Wandli,,20.5099173,78.4116339
Kharda,,20.5233821,78.4155071
Saidapur,,20.5520911,78.4417552
Babhulgaon,,20.575843,78.4405482
Kajalsara,,20.5836976,78.4518027
Isapur,,20.6286475,78.4593772
Ratnapur,,20.5930783,78.4307742
Chondhi,,20.601655,78.3433771
Akoli,,20.6116372,78.3717012
Durgada,,20.6041054,78.3878588
Talni (khanderao),,20.5975977,78.3745444
Hetikhere,,20.5838281,78.3987486
Kolhapur,,20.5653463,78.3660042
Sirpur,,20.529913,78.3895218
Rohani,,20.5396688,78.3490634
Hiwara,,20.5497253,78.323915
Vijaygopal,,20.5726891,78.3311677
Tambha,,20.5627747,78.294239
Savangi,,20.5821709,78.2753134
Kandegaon,,20.5984815,78.2672452
Sendari,,20.6135652,78.2808924
Irapur,,20.6029405,78.2989168
Talni (bhagwat),,20.6095283,78.3044743
Inzala,,20.6172506,78.3302021
Kolona (gho),,20.6486075,78.3117056
Ghodegaon,,20.6481457,78.3027792
Sonora,,20.6387483,78.2875442
Nimgavhan,,20.6536473,78.2725882
Dahegaon (dhande),,20.6681333,78.2774269
Wagholi,,20.6793558,78.2819223
Ashtarampur,,20.6692677,78.2659149
Saujana,,20.6915309,78.270657
Apti,,20.6930966,78.2806563
Nachangaon,,20.6968704,78.3295154
Khatkheda,,20.6640879,78.3198809
Loni,,20.644692,78.36241
Agargaon,,20.6538782,78.3890712
Fattepur,,20.6300431,78.4027398
Palasgaon,,20.6417905,78.4208393
Muradgaon (khose),,20.6253138,78.4326625
Nandora,,20.6345313,78.437705
Digdoh,,20.6588677,78.4535193
Sonegaon (aa),,20.6812679,78.4380484
Kavtha (zopadi),,20.7234244,78.367635
Kavtha,,20.7340357,78.3728814
Hiwara,,20.7460509,78.3256102
Pimpalgaon,,20.5307972,78.8586992
Wani,,20.5505792,78.7919176
Nandgaon,,20.52504,78.817774
Borgaon,,20.5122737,78.810854
Kutki,,20.5064404,78.7956726
Arvi,,20.5033855,78.7429833
Kanchangaon,,20.495768,78.7139511
Pawani,,20.5181872,78.6901116
Bhagawa,,20.4876678,78.6625814
Chanki,,20.498602,78.6540627
Gadegaon,,20.5116457,78.6647272
Alamdoh,,20.5291896,78.6734175
Rohjankheda,,20.5253514,78.6390853
Sati,,20.4987829,78.5314965
Warud,,20.5049431,78.5490596
Nandgaon,,20.5128716,78.6096883
Kangaon,,20.509646,78.6140227
Bhayyapur,,20.4917481,78.5802483
Babapur,,20.4696367,78.6162543
Kosurla (l),,20.4658372,78.6131859
Dawlapur,,20.4747628,78.6050534
Mozari,,20.4705362,78.5691708
Sekapur,,20.4733053,78.5677814
Khangaon,,20.4893763,78.5555505
Poti,,20.4627211,78.541367
Warha,,20.4523674,78.5458731
Kapsi,,20.4341511,78.597672
Katri,,20.4394795,78.616898
Mansaoli,,20.4649727,78.6576247
Kanholi,,20.4344527,78.6497068
Takli,,20.4400827,78.6666584
Sonegaon,,20.4244389,78.6780524
Nidha,,20.4580972,78.6726344
Sirasgaon,,20.4728732,78.6785352
Yerangaon,,20.4579464,78.6998105
Mankapur,,20.438635,78.7041718
Fukta,,20.414706,78.6998319
Ajansara,,20.4092963,78.6743188
Hivara,,20.3835525,78.6813998
Yerla,,20.3177858,78.7306881
Bopapur,,20.3668771,78.7065482
Pipri,,20.3896972,78.7343144
Bhiwapur,,20.3993714,78.7344861
Gangapur,,20.4073406,78.7484175
Bambarda,,20.4131374,78.7752449
Khapri,,20.393207,78.7695372
Jangona,,20.3690094,78.7592053
Veni,,20.3583275,78.7535405
Selu,,20.3517892,78.7915849
Sasti,,20.3299997,78.7595701
Hadsti,,20.325573,78.7581539
Dhochi,,20.3109942,78.7670481
Sawangi,,20.3028792,78.795501
Dhiwri Pipari,,20.3136404,78.7996101
Khekdi,,20.322112,78.8161325
Dhanora,,20.3413073,78.8216471
Sekapur (bai),,20.3726403,78.8067126
Donduda,,20.4031625,78.7994814
Tembha,,20.4289432,78.7975931
Murpad,,20.4601679,78.9138722
Manora,,20.4543578,78.8877797
Ladki,,20.4273949,78.8689828
Chichagaht,,20.4343623,78.850261
Hiwara,,20.4242378,78.8450575
Heti Sawangi,,20.40996,78.8246834
Pardi,,20.4333468,78.8233638
Chikmoh,,20.4460744,78.8061762
Daroda,,20.4670635,78.7721658
Chincholi,,20.4756071,78.8091159
Burkoni,,20.4650934,78.8393926
Kumbhi,,20.5099475,78.8490808
Waldhur,,20.5017374,78.8668585
Satefal,,20.4870547,78.8648522
Dhamangaon,,20.4739285,78.8879728
Umari,,20.4988834,78.8944745
Selu,,20.4719686,78.9372396
Savli (bagh),,20.5099977,78.932637
Kund,,20.5397492,78.913486
Sultanpur,,20.5216639,78.8937127
Chichghat,,20.5671745,78.9036691
Ajanti,,20.5782135,78.8736176
Borgaon,,20.5872229,78.8591981
Govindpur,,20.6260769,78.8035798
Jamani,,20.6218496,78.7774444
Daigavhan,,20.6025488,78.776114
Wagholi,,20.5901858,78.8045239
Wela,,20.565517,78.7733245
Ghatsawali,,20.4930747,78.7831414
Kolhi,,20.3315892,78.7942779
Kanholi N,,20.4467881,78.6417568
Sonegaon,,20.5041995,78.6747479
Allipur,,20.5466612,78.6950791
Yeranwadi,,20.5417384,78.7317342
Ajangaon,,20.5281497,78.7708515
Rimdoh,,20.5653412,78.8654369
Dag,,20.5913985,78.8429975
Kawadghat,,20.5543264,78.8123345
Jhiliya Kh,,20.4440914,80.5322286
Gyarapatti,,20.4362624,80.5682319
Kohkabusi,,20.5225833,80.5950969
Alondi,,20.5196241,80.6068826
Pitesur,,20.5263612,80.5842823
Sonpur,,20.5392267,80.5769062
Gotatola,,20.54966,80.5934393
Amurakasa,,20.5605547,80.6008959
Nangpur,,20.5654216,80.5925113
Kanwaltola,,20.5609766,80.5880856
Bhatgaon,,20.5809556,80.5818844
Wako,,20.575381,80.6161952
Antargaon,,20.591386,80.5958909
Kosami,,20.6014742,80.5733013
Modhe Kalan,,20.5861181,80.5513286
Dholdongri,,20.5717649,80.5507386
Ambekhari,,20.6528843,80.5010104
Bori,,20.6863318,80.5678511
Gahanegata,,20.6930163,80.5571866
Wadgaon Alias Ganeshpur,,20.6749291,80.5312121
Dawandi,,20.6713556,80.4845953
Rajatola,,20.6760132,80.4658627
Temli,,20.6710444,80.4608416
Bedgaon,,20.682899,80.454812
Mohagaon,,20.6980747,80.4636526
Kochinara,,20.6987171,80.4776215
Gutekasa,,20.7105795,80.4853034
Satputi,,20.6900153,80.5044866
Belgaon,,20.6827184,80.518949
Kohaka,,20.6834511,80.538336
Jamnara,,20.6932472,80.5418444
Betakathi,,20.7299469,80.5477237
Pandharigota,,20.7164201,80.4970836
Kale,,20.7250501,80.4985964
Nawargaon (ghat),,20.7244681,80.475626
Jambhali,,20.7260535,80.4444265
Lekurbodi,,20.7512681,80.3678656
Mayakghat,,20.7693261,80.3341341
Padiyal Job,,20.7799492,80.3881001
Navezari,,20.7538265,80.3857398
Ambekhari,,20.761431,80.3817701
Bonde,,20.758923,80.4138493
Bhuryaldand,,20.7324704,80.4460171
Bodena,,20.7575184,80.4617107
Bharitola,,20.741265,80.4822349
Bhimpur,,20.7420376,80.5007207
Sohale,,20.7537061,80.5098295
Bilhate Kh,,20.752763,80.5256653
Tekabedal,,20.7410343,80.5493331
Bihate Kala,,20.7590233,80.5283689
Nabapur,,20.7663668,80.519979
Sohle Kalan,,20.7626048,80.5042505
Zendapar,,20.7715832,80.5008173
Khirutola,,20.7817448,80.511632
Nandali,,20.7827378,80.4917407
Hetalkasa,,20.7995183,80.5088746
Khurshipar,,20.7973318,80.5196249
Ghugawa,,20.7894583,80.542531
Muletipadi Kasa,,20.8204186,80.5504811
Hitkasa,,20.8037808,80.5370593
Kolupadi Kasa,,20.8111021,80.5345702
Bogatola,,20.8264956,80.5329716
Kotara,,20.8139803,80.5163741
Hitapali,,20.8224393,80.5083919
Shikaritola,,20.8157955,80.5041647
Kaimul,,20.8143163,80.482766
Sawali,,20.808289,80.4612762
Bodaladand,,20.8026977,80.4287195
Belar Gondi,,20.7821259,80.4171324
Maseli,,20.7840619,80.4409289
Dodke,,20.740954,80.4464972
Salhe,,20.7315323,80.4611635
Pakanabhatti,,20.7231736,80.463556
Kameli,,20.5359565,80.613513
Tehalkadand,,20.5913508,80.6172466
Chilamtola,,20.6760835,80.4695266
Gorikasa,,20.3825267,80.5056775
Gutalhur,,20.3690044,80.4658627
Ambejhani,,20.4152088,80.4259085
Phulkodo,,20.3864791,80.4331076
Charwahi,,20.4006384,80.4727614
Katezari,,20.4130369,80.5056023
Kosami,,20.3933679,80.5771422
Markagaon,,20.3739629,80.5763805
Kangadi,,20.3531572,80.603342
Sawargaon,,20.3336415,80.6120109
Morchul,,20.3247379,80.6021833
Gajamendhi,,20.3391545,80.5783653
Badankhera,,20.3216895,80.5553841
Kurhotti,,20.3493348,80.5365228
Rampur,,20.3369212,80.510602
Hirange,,20.3606309,80.5134451
Tumnikasa,,20.3368155,80.4879427
Ampayli,,20.3397983,80.4346633
Belgaon,,20.3274644,80.4536748
Pannemara,,20.3088007,80.4586637
Darachi,,20.2755628,80.3810835
Chavela,,20.2551314,80.3639602
Malanda,,20.2693833,80.3485107
Pauni,,20.2768912,80.3333831
Pusawandi,,20.3075229,80.2755332
Sode,,20.2879612,80.2829146
Nawargaon,,20.2869045,80.2507818
Navargaon,,20.2843685,80.2471554
Yerandi,,20.264507,80.2234018
Maregaon,,20.3052187,80.1314342
Samadhi Mausitola,,20.3009925,80.1384455
Maushi Khamb,,20.2967864,80.1483214
Belgaon,,20.3048866,80.1643824
Chicholi,,20.3097264,80.1697791
Masarigata,,20.308197,80.1846278
Nimgaon,,20.3181781,80.1901531
Bori,,20.3263175,80.1959574
Khedi,,20.3445163,80.2067292
Aswalpar,,20.3679835,80.2272856
Mahawada,,20.3483892,80.2314162
Kanhalgaon,,20.3424742,80.2198076
Moholi,,20.3449388,80.2474236
Metejangada,,20.3458844,80.2930641
Jangada Bk,,20.3435556,80.2775663
Modebhatti,,20.3533383,80.2835691
Sitatola,,20.3641614,80.2988362
Nimgaon,,20.4000854,80.2828824
Salebhatti,,20.4199144,80.2830219
Bandhona,,20.4307127,80.2762627
Salantola Chak,,20.4267514,80.2921736
Khadki,,20.4426966,80.2998447
Marma,,20.4468384,80.4558635
Khamtala,,20.4830647,80.4226041
Sindewahi,,20.4880095,80.3987002
Ubdali,,20.4786072,80.38243
Jaisingtola,,20.4758885,80.3750324
Mangewara,,20.4431892,80.3995585
Waghbhumi,,20.4546996,80.3932285
Murmadi,,20.4542271,80.3723395
Devsara,,20.4674354,80.3622758
Mendha,,20.4571121,80.3492832
Muska,,20.4357296,80.3200686
Talegaon Chak,,20.4338897,80.3426957
Khambala,,20.4444357,80.342567
Kolarbodi,,20.4468685,80.3544116
Iruptola,,20.4420129,80.3656447
Saigaon,,20.4290538,80.363456
Sursundi,,20.4311551,80.3755259
Irupdhodari,,20.4195424,80.3741473
Gattaneli,,20.3339132,80.3956103
Mujalgondi,,20.3530566,80.380826
Sindesur,,20.3650465,80.3676939
Kheri,,20.3631505,80.3553986
Yerkar,,20.3435305,80.3691959
Kosumtola,,20.3412318,80.3615892
Mowar,,20.3422579,80.3527218
Japtalai,,20.3414883,80.3459144
Waghbhumi,,20.3182385,80.3173006
Jewalwahi,,20.3109841,80.3066415
Chicholi,,20.3032263,80.3133845
Salebhath,,20.2884039,80.3213775
Bodi,,20.1577789,80.3833848
Tode,,20.1948684,80.352931
Munganer,,20.1884642,80.3881752
Gota,,20.0560724,80.3185773
Gatta,,20.0374871,80.3184056
Erampaili Kh,,20.0429702,80.2531957
Bhapada,,20.0391401,80.2403426
Phustola,,20.0449456,80.2374029
Hanpayli,,20.0281532,80.2115947
Jaller,,20.012342,80.206477
Gawaheti,,19.9883826,80.1624566
Rajoli,,20.0056984,80.1808137
Marda,,20.0280121,80.1938975
Tohagaon,,20.0435396,80.1955926
Fulbodi,,20.0749578,80.2100551
Zari,,20.0746303,80.1990634
Rakhatola,,20.1121174,80.2155161
Kuthegaon,,20.1206906,80.2119434
Talodhi,,20.121557,80.2014935
Ranmul,,20.1421066,80.105567
Ghotevihir,,20.1715261,80.1315522
Ranbhumi,,20.1566408,80.1091289
Jamri,,20.1529747,80.1226473
Jambhali,,20.1458838,80.1267886
Karwafa,,20.1126816,80.1765489
Sakhera,,20.1367378,80.1856899
Gattepayli,,20.1756954,80.2155322
Palkheda,,20.181798,80.2065039
Mahawada,,20.1943952,80.2357829
Mahawara,,20.1989565,80.2372795
Girola,,20.2067296,80.2075767
Pandharsada,,20.2008897,80.1942944
Katezari,,20.1913441,80.1816344
Samadhi,,20.2090755,80.1641035
Ramnagar,,20.2102737,80.1576233
Kudakwahi,,20.2176686,80.1558638
Udegaon,,20.2286472,80.1949596
Dudhamala,,20.2330364,80.234549
Kak Adyeli,,20.2238954,80.2481854
Heti,,20.2561883,80.3158736
Tukum,,20.2400729,80.3193068
Markagaon,,20.2456898,80.3325248
Kharkadi,,20.2543463,80.3338766
Ridwahi,,20.3143749,80.4859686
Bandhur,,20.3837235,80.544312
Kamtala,,20.1154822,80.4138708
Botehur,,20.0810946,80.5364156
Kanheli,,20.1179404,80.5207676
Paidi,,20.0971659,80.4684591
Durgapur,,20.0701712,80.4732227
Dhorgatta,,20.0624215,80.4660344
Masanadi,,20.0551149,80.4727507
Sirpur,,20.0290604,80.4821062
Jarawandi,,19.9956318,80.4410469
Kandli,,19.9882919,80.4296207
Dindvi,,20.0332839,80.4505849
Pendhari,,20.0590555,80.447216
Khargi,,20.0754818,80.4599404
Pekin Mudza,,20.0926016,80.4471517
Mohagaon,,20.0790893,80.4387939
Pulkhal,,20.0666239,80.4098529
Malangatta,,19.9816574,80.3601944
Jappi,,19.992718,80.3517723
Kokadkasa,,20.0268126,80.3372669
Bhimpur,,20.0218229,80.3411507
Murgaon,,20.0150285,80.3537035
Rondawahi,,20.0343019,80.3591108
Cichoda,,20.050106,80.3611922
Kondekhal,,20.0798048,80.3783503
Kachakal,,20.093176,80.3370362
Michigaon,,20.1065561,80.3313231
Fashi tola,,20.2423479,80.2240455
Gujanwadi,,20.2682662,80.1894665
Michgaon Bk,,20.2586291,80.2087623
Michgaon Kh,,20.2671188,80.2020192
Nimanwada,,20.3261263,80.2104521
Karemarka,,20.3228062,80.3523356
Khedegaon,,20.337062,80.4598975
Warkekasa,,20.3476247,80.3402495
Chingali,,20.3550181,80.2381325
Sursundi,,20.4151987,80.3716743
Parsalgondi,,19.5841729,80.4226899
Alenga (s),,19.5771173,80.436058
Jarewada,,19.5919964,80.4829109
Jarewadatola,,19.5946042,80.4753685
Pusumpalli,,19.5912788,80.4503059
Pamajiguda (s),,19.5992334,80.4437613
Nander,,19.6203763,80.4247606
Titoda (s),,19.6162329,80.4634809
Adange,,19.6309872,80.4610133
Jambiyazora,,19.6225996,80.489552
Gattaguda (s),,19.6379394,80.5135417
Gatta (s),,19.6307042,80.5290985
Gudunjur,,19.5980812,80.5387545
Wadvi,,19.6293349,80.5755007
Besewada,,19.6516914,80.5612636
Modaske,,19.6570161,80.479145
Vatell,,19.6801315,80.5062032
Nendwadi,,19.7135863,80.4947662
Dodur,,19.7226558,80.5067396
Puskoti,,19.6994456,80.5407286
Gardewada,,19.682758,80.5699539
Rekabhatal,,19.7167374,80.5721319
Jeveli Khurd,,19.7868754,80.4585886
Kukeli (m),,19.7729634,80.3881323
Rengadandi,,19.7405713,80.3600978
Kachler,,19.7493768,80.3828001
Pipli,,19.7314825,80.4130983
Burgi,,19.7208278,80.422647
Hetar Kassa,,19.6902939,80.4028201
Morli,,19.6641289,80.3574693
Kudri,,19.6852633,80.338211
Nagulpadi,,19.6703927,80.3327179
Alengatola,,19.6564806,80.2793419
Alenga,,19.6654524,80.2632487
Tamada,,19.6730396,80.2406215
Doddi (m),,19.6639268,80.227468
Dodi,,19.6458917,80.240761
Jiwangatta,,19.6219831,80.2278542
Todsa (s),,19.6430524,80.2827
Petha,,19.6340996,80.3088998
Bande (m),,19.6229028,80.3283727
Jharewada,,19.6037007,80.3294992
Akeratola,,19.6164249,80.303514
Akera Buzurg Tola,,19.6087743,80.2611458
Akera Buzurg,,19.6213263,80.2750182
Pandewahi (s),,19.5738521,80.2337551
Tumargunda Bk,,19.56994,80.2616071
Aldandi (s),,19.5768544,80.2958536
Parsalgondi (s),,19.5786537,80.3272247
Manger (s),,19.587175,80.3825426
Hedri,,19.5910059,80.3685736
Reknar (s),,19.553704,80.3581452
Markal,,19.5481231,80.325551
Udera (s),,19.5444025,80.2930212
Markaltola,,19.5264651,80.3292417
Burgi (s),,19.5123687,80.330379
Karpanphundi,,19.508091,80.3548837
Kandoli (s),,19.470517,80.3594112
Manguthga (m),,19.4581557,80.2804684
Yemali,,19.5032266,80.2802539
Paima (s),,19.4744619,80.2571869
Bidri,,19.5015073,80.2468872
Pindigundam,,19.4817547,80.204165
Kondavahi,,19.4826751,80.2205533
Karem,,19.5360053,80.1994497
Gurupalli,,19.5687774,80.2074051
Dumme,,19.5888024,80.2147436
Jevli,,19.5862552,80.188179
Marpalli,,19.6007899,80.1968479
Kisnar,,19.6080062,80.2072763
Vasamundi,,19.6109169,80.1834154
Barsewada (m),,19.6475185,80.1795959
Chandanweli (s),,19.6723223,80.1514113
Geda,,19.6857482,80.2056241
Tamadatola,,19.6935769,80.242939
Tadpali,,19.7022536,80.2594614
Devda,,19.7183332,80.2983749
Rengawahi,,19.7137277,80.2472842
Ekansur (s),,19.7387031,80.2340448
Kamke Alias Ghotsur,,19.7755783,80.3514397
Pumur,,19.8023812,80.3420305
Waghezari (s),,19.8083772,80.2963686
Musaramguda S,,19.8353663,80.3101766
Kasansur,,19.8375462,80.3530598
Sewari,,19.8043799,80.3920698
Karka Bk,,19.8207519,80.4287839
Manewara,,19.8388986,80.4398775
Bhumkari,,19.8888364,80.4825139
Gundam,,19.8757909,80.4358434
Ghotesur,,19.8510187,80.4213166
Kothari,,19.8665989,80.3803539
Chokhewada,,19.866942,80.3393483
Zurri S,,19.8527746,80.2972537
Kondewahi,,19.8432381,80.2406645
Kotmi,,19.8703827,80.2588391
Nainguda,,19.8746104,80.2949417
Asawandi,,19.8792315,80.2740204
Padyantola,,19.8888566,80.29109
Koindul,,19.8894922,80.3173649
Kanhalgaon (m),,19.8960095,80.3243923
Gadadapalli,,19.9026173,80.2986646
Paidi,,19.9259895,80.2250647
Reknar,,19.9427323,80.3109383
Pendulwahi,,19.9279866,80.3932178
Todiguda,,19.9654129,80.3892106
Kasurwahi,,19.94246,80.3823388
Ropi,,19.9292071,80.3654301
Alenga,,19.9337761,80.3544599
Kohkabanda,,19.9459596,80.3603822
Kohaka,,19.9561656,80.3469443
Tekka,,19.9693355,80.3520298
Morawahi,,19.9874096,80.3715885
Jambulgtta,,20.0115002,80.3821778
Irpanpalli,,19.9943514,80.4011786
Hanapalli,,19.9690935,80.4093003
Sarkheda,,19.9742008,80.4498017
Bhapda,,19.9687305,80.4709053
Channabodi,,19.9933633,80.4612279
Sohagaon,,19.9764444,80.5043149
Kurumwada,,20.0069637,80.5008817
Welmagad,,20.0193229,80.4996156
Dolanda,,20.0114397,80.485754
Parpamguda,,19.8125358,80.3202081
Markanar,,19.9432567,80.465557
Sirpurtola,,20.0407729,80.4876208
Tatigudam,,19.5488005,80.2487004
Gadeli,,19.5562062,80.4005778
Bodmetha,,19.5585365,80.4233658
Kunjemarka,,19.5899901,80.5286318
Gilanguda,,19.6127866,80.5133486
Tadguda,,19.6436889,80.5409968
Murwada,,19.6857684,80.618931
Hindur,,19.7286396,80.6207871
Todgatta,,19.7361481,80.5882358
Kothi,,19.7278166,80.334059
Halewara,,19.7577779,80.3133121
Wategatta,,19.7573336,80.2878928
Petta,,19.7927609,80.320369
Mendhari,,19.8177239,80.5085528
Yetawahi,,19.8633901,80.2455568
Gaderi,,19.8492527,80.2558672
Kotalkonda Kh,,19.8434197,80.3977239
Wadsa Kh,,20.0107441,80.4126477
Janavahi,,19.2665459,80.3458393
Bamarpatti,,19.2656344,80.390203
Basguda,,19.2705566,80.440135
Yechali S,,19.2725719,80.4295993
Mani Rajaram,,19.2990737,80.4010391
Madveli,,19.3125001,80.408163
Gamur,,19.3459906,80.3966403
Sipanpalli,,19.3366569,80.3677797
Kedmarra (s),,19.3902627,80.4141283
Chichoda,,19.365122,80.4409289
Jinjgaon,,19.339127,80.4344701
Marampalli,,19.3155579,80.4382467
Rela,,19.3172082,80.4584384
Boria,,19.3481974,80.4767418
Kudkeli,,19.4231706,80.4007602
Tekla,,19.4589548,80.5544507
Lakhalguda,,19.2817574,80.4321313
Irakdumme(m),,19.3921451,80.4575908
Botanfundi,,19.4564637,80.3987673
Vateli (s),,19.4587829,80.4322815
Balli,,19.3752435,80.5271029
Boriya,,19.363796,80.4987788
Partampalli,,19.3698185,80.4779863
Kasansur,,19.3884411,80.4980278
Lichanguda,,19.3833352,80.4903245
Kosphund,,19.4537855,80.481956
Dudepalli,,19.436607,80.4554987
Bejur,,19.4309007,80.533728
Murangal,,19.4151921,80.7247817
Tumarkondi,,19.596464,80.624113
Mardahur,,19.5254438,80.4369378
Visamundi,,19.5071505,80.4101372
Katrangatt,,19.5003544,80.4330003
Nendwadi,,19.506392,80.4587495
Nargunda M,,19.5165957,80.5295062
Haledandi,,19.502195,80.6914151
Gopnar,,19.4883392,80.7055128
Laheri (s),,19.4436082,80.729084
Kukametta,,19.4395208,80.6839156
Mallampodhur,,19.4265096,80.693829
Ranipodur,,19.4357572,80.6456136
Juwi,,19.3879148,80.6285763
Hindewada,,19.4260846,80.6663847
Irapanar (s),,19.4004637,80.6696892
Gotpadi,,19.3653852,80.6482208
Pengunda,,19.3670047,80.6734013
Parainar,,19.358239,80.6933784
Mirdapalli,,19.3045821,80.7050514
Nelgunda,,19.3298132,80.6965541
Gongwada,,19.3375073,80.6813621
Bhatpar,,19.3313318,80.65454
Kalwada,,19.3230502,80.6179225
Budonge,,19.343723,80.6235552
Darba,,19.3698741,80.6228685
Jhoreguda,,19.4009899,80.5897164
Golaguda,,19.3859919,80.6016469
Hindbhatti,,19.4008887,80.618931
Medpalli,,19.4168567,80.6272244
Dobaguda,,19.4134163,80.6069684
Arewada,,19.457316,80.61207
Hindur (m),,19.4645287,80.6292522
Krisnar S,,19.4821492,80.6142533
Mirgurwancha,,19.5066043,80.6004882
Padur,,19.5446653,80.5662042
Halver,,19.5072516,80.5592894
Kiyar (s),,19.4704968,80.5881071
Karampalli,,19.4589043,80.5735588
Kumarguda,,19.4439521,80.543561
Koyanguda,,19.4196241,80.5609739
Kodape,,19.490984,80.4720962
Poyarkothi,,19.5276583,80.6335008
Gundurwahi,,19.5450091,80.6391013
Maraknar,,19.5610842,80.6432962
Kothi S,,19.5465459,80.6151008
Pidmili,,19.5251405,80.5674004
Chintalpur,,18.8207813,79.9360943
Mandlapur,,18.8165719,79.9486792
Janampalli Chak,,18.8272602,79.9619293
Janampalli W.I.,,18.8086149,79.9624657
Madhikunta,,18.8117429,79.9576163
Adimuttapur,,18.8397806,79.9848461
Tamdal,,18.8455987,80.0009394
Nandigaon,,18.8259197,80.0245428
Nandigaon Chak,,18.8131444,80.0149995
Rajanna Palli,,18.798027,79.9806297
Krishnapur,,18.7877127,79.9896687
Mugapuram,,18.7859454,79.9957466
Lambarpeli,,18.78689,80.0016528
Pentipaka,,18.7843202,80.017907
Pentipaka Chak,,18.7811307,80.0156754
Tumnur Chak,,18.7684739,80.0306582
Apeta,,18.7595953,80.0373852
Pochamapalli,,18.7253208,80.0828111
Kuttapalli,,18.7146261,80.0958681
Nadkuda,,18.7088745,80.1014149
Chintarevala,,18.71016,80.1265204
Laksmidevvpeta,,18.7363908,80.1419592
Balmatempalli,,18.7307213,80.1531815
Balamurampalli,,18.7400485,80.1537609
Golagudam Mal,,18.7468708,80.1816934
Asaralli,,18.7292582,80.1896381
Motla,,18.730071,80.2050233
Gumalkonda Patch,,18.7175933,80.249033
Kotta Somnur,,18.7326112,80.2485609
Kottur Ry,,18.7746907,80.2654695
Jinganur Ch No 1,,18.8985317,80.1882219
Sirikonda,,18.9341561,80.0702584
Yenalaya,,18.9516712,80.0217747
Rampalli,,18.9780418,80.0352824
Mokela,,18.998687,79.965384
Lafrabad,,18.9943248,79.9659848
Tekda,,18.9933509,79.970169
Nemdanmal,,18.9927676,79.9821585
Kambalpeta,,18.9900843,80.0011217
Pochampalli,,18.9893995,79.9929303
Borampalli,,18.9769258,79.9888694
Glasferdpetal,,18.9586625,79.9708772
Bamni,,18.9553648,79.9816382
Venkatapur,,18.9496925,79.9758339
Guttagudem,,18.9335624,79.9797445
Kotalkonda Kh,,18.9136502,79.9672508
Pochampalli,,18.9153299,79.9719554
Rangayapalli W.I.,,18.9001152,79.9815845
Amaravatimal,,18.8869293,79.9813163
Garkaptha,,18.8868176,79.9783337
Medaram,,18.8607169,80.0032461
Karsapalli,,18.8696206,79.9934506
Nagram,,18.8315454,79.9328756
Viyampalli,,18.9054035,79.9752974
Golagudam Chak,,18.73824,80.1689958
Dodger,,19.0887245,80.2425313
Sinda M,,19.0686888,80.2460289
Kammasur,,19.0409533,80.2487218
Jaganguda,,19.0488333,80.2592039
Dechali,,19.0302736,80.2634096
Peta,,19.0160127,80.2678299
Mattigudem,,19.0002188,80.2709198
Loha,,18.9539848,80.176506
Karancha,,19.1112262,80.0519121
Marpalli,,19.09059,80.0374281
Timram,,19.0780175,80.0298643
Suddagudam,,19.067614,80.0529313
Raspalli,,19.0837969,80.150038
Medpalli,,19.0881364,80.1576018
Yedranga,,19.0864331,80.1632666
Yedampalli,,19.1202129,80.1054168
Govindgaon,,19.10819,80.1182484
Jimmalgatta S,,19.1016409,80.1516151
Lakhanguda,,19.0981939,80.1985431
Kishtapur,,19.0812824,80.2075767
Pattigaon,,19.1227268,80.2205157
Arkapalli,,19.1315456,80.1944017
Lingampatli,,19.1556074,80.1826
Kamlapur,,19.1957971,80.1907968
Tatigudam,,19.2066788,80.1820206
